ElectionName,LocalityName,LocalityCode,RaceName,NumberOfSeats,BallotName,Percentage,Votes,PoliticalParty
2015 November General,CHARLES CITY COUNTY,036,Soil and Water Conservation Director Colonial District (CHARLES CITY COUNTY),2,"A. Norman Hofmeyer, Jr",49.02%,1483,
2015 November General,CHARLES CITY COUNTY,036,Soil and Water Conservation Director Colonial District (CHARLES CITY COUNTY),2,Write In,0.30%,9,
2015 November General,CHARLES CITY COUNTY,036,Member Board of Supervisors (DISTRICT ONE),1,Gilbert A. Smith,99.08%,647,
2015 November General,CHARLES CITY COUNTY,036,Member Board of Supervisors (DISTRICT ONE),1,Write In,0.92%,6,
2015 November General,CHARLES CITY COUNTY,036,Member Board of Supervisors (DISTRICT THREE),1,David O. Ledbetter,40.09%,366,
2015 November General,CHARLES CITY COUNTY,036,Member Board of Supervisors (DISTRICT THREE),1,Floyd H. Miles Sr.,59.69%,545,
2015 November General,CHARLES CITY COUNTY,036,Member Board of Supervisors (DISTRICT THREE),1,Write In,0.22%,2,
2015 November General,CHARLES CITY COUNTY,036,Member Board of Supervisors (DISTRICT TWO),1,Sherri M. Bowman,44.97%,393,
2015 November General,CHARLES CITY COUNTY,036,Member Board of Supervisors (DISTRICT TWO),1,"W.G. ""Bill"" Coada",55.03%,481,
2015 November General,CHARLES CITY COUNTY,036,Member Board of Supervisors (DISTRICT TWO),1,Write In,0.00%,0,
2015 November General,CHARLES CITY COUNTY,036,Member School Board at Large (CHARLES CITY COUNTY),2,Elvis Preston Adkins,59.22%,1886,
2015 November General,CHARLES CITY COUNTY,036,Member School Board at Large (CHARLES CITY COUNTY),2,Steven D. Fuhrmann,40.38%,1286,
2015 November General,CHARLES CITY COUNTY,036,Member School Board at Large (CHARLES CITY COUNTY),2,Write In,0.41%,13,
2015 November General,CHARLES CITY COUNTY,036,"Referendum of the Issuance of Bonds in the Amount of $2,500,000 (CHARLES CITY COUNTY)",1,Yes,60.14%,1420,
2015 November General,CHARLES CITY COUNTY,036,"Referendum of the Issuance of Bonds in the Amount of $2,500,000 (CHARLES CITY COUNTY)",1,No,39.86%,941,
2015 November General,CHARLOTTE COUNTY,037,Member Senate of Virginia (015),1,Frank M. Ruff Jr.,99.19%,1461,Republican
2015 November General,CHARLOTTE COUNTY,037,Member Senate of Virginia (015),1,Write In,0.81%,12,Write-In
2015 November General,CHARLOTTE COUNTY,037,Member House of Delegates (060),1,James E. Edmunds II,99.40%,1493,Republican
2015 November General,CHARLOTTE COUNTY,037,Member House of Delegates (060),1,Write In,0.60%,9,Write-In
2015 November General,CHARLOTTE COUNTY,037,Clerk of Court (CHARLOTTE COUNTY),1,Nan R. Colley,98.62%,1649,
2015 November General,CHARLOTTE COUNTY,037,Clerk of Court (CHARLOTTE COUNTY),1,Write In,1.38%,23,
2015 November General,CHARLOTTE COUNTY,037,Commonwealth's Attorney (CHARLOTTE COUNTY),1,"William E. Green, Jr.",99.44%,1604,
2015 November General,CHARLOTTE COUNTY,037,Commonwealth's Attorney (CHARLOTTE COUNTY),1,Write In,0.56%,9,
2015 November General,CHARLOTTE COUNTY,037,Sheriff (CHARLOTTE COUNTY),1,Thomas D. Jones,99.18%,1684,
2015 November General,CHARLOTTE COUNTY,037,Sheriff (CHARLOTTE COUNTY),1,Write In,0.82%,14,
2015 November General,CHARLOTTE COUNTY,037,Commissioner of Revenue (CHARLOTTE COUNTY),1,Naisha P. Carter,99.70%,1644,
2015 November General,CHARLOTTE COUNTY,037,Commissioner of Revenue (CHARLOTTE COUNTY),1,Write In,0.30%,5,
2015 November General,CHARLOTTE COUNTY,037,Treasurer (CHARLOTTE COUNTY),1,Patricia P. Berkeley,99.76%,1661,
2015 November General,CHARLOTTE COUNTY,037,Treasurer (CHARLOTTE COUNTY),1,Write In,0.24%,4,
2015 November General,CHARLOTTE COUNTY,037,Soil and Water Conservation Director Southside District (CHARLOTTE COUNTY),2,Abram C. Charlton Sr.,5.58%,27,
2015 November General,CHARLOTTE COUNTY,037,Soil and Water Conservation Director Southside District (CHARLOTTE COUNTY),2,Davey E. Ferrell,27.89%,135,
2015 November General,CHARLOTTE COUNTY,037,Soil and Water Conservation Director Southside District (CHARLOTTE COUNTY),2,Cornell B. Goldman,19.01%,92,
2015 November General,CHARLOTTE COUNTY,037,Soil and Water Conservation Director Southside District (CHARLOTTE COUNTY),2,Eugene D. Wells Jr.,23.35%,113,
2015 November General,CHARLOTTE COUNTY,037,Soil and Water Conservation Director Southside District (CHARLOTTE COUNTY),2,Write In,24.17%,117,
2015 November General,CHARLOTTE COUNTY,037,Member Board of Supervisors (BACON-SAXE DISTRICT),1,Royal S. Freeman,99.12%,336,
2015 November General,CHARLOTTE COUNTY,037,Member Board of Supervisors (BACON-SAXE DISTRICT),1,Write In,0.88%,3,
2015 November General,CHARLOTTE COUNTY,037,Member Board of Supervisors (COUNTY SEAT DISTRICT),1,Gary D. Walker,98.79%,244,
2015 November General,CHARLOTTE COUNTY,037,Member Board of Supervisors (COUNTY SEAT DISTRICT),1,Write In,1.21%,3,
2015 November General,CHARLOTTE COUNTY,037,Member Board of Supervisors (CULLEN-RED HOUSE DISTRICT),1,Nancy R. Carwile,96.43%,189,
2015 November General,CHARLOTTE COUNTY,037,Member Board of Supervisors (CULLEN-RED HOUSE DISTRICT),1,Write In,3.57%,7,
2015 November General,CHARLOTTE COUNTY,037,Member Board of Supervisors (DRAKES BRANCH DISTRICT),1,"Richard ""Rick"" Griffith",34.44%,125,
2015 November General,CHARLOTTE COUNTY,037,Member Board of Supervisors (DRAKES BRANCH DISTRICT),1,"Garland H. ""Butch"" Hamlett, Jr.",37.47%,136,
2015 November General,CHARLOTTE COUNTY,037,Member Board of Supervisors (DRAKES BRANCH DISTRICT),1,James R. Napier,28.10%,102,
2015 November General,CHARLOTTE COUNTY,037,Member Board of Supervisors (DRAKES BRANCH DISTRICT),1,Write In,0.00%,0,
2015 November General,CHARLOTTE COUNTY,037,Member School Board (BACON-SAXE DISTRICT),1,JonPaul Hall Berkley,60.11%,220,
2015 November General,CHARLOTTE COUNTY,037,Member School Board (BACON-SAXE DISTRICT),1,Bernadine Lockett Johnson,39.89%,146,
2015 November General,CHARLOTTE COUNTY,037,Member School Board (BACON-SAXE DISTRICT),1,Write In,0.00%,0,
2015 November General,CHARLOTTE COUNTY,037,Member School Board (COUNTY SEAT DISTRICT),1,Larry W. Fannon,98.45%,254,
2015 November General,CHARLOTTE COUNTY,037,Member School Board (COUNTY SEAT DISTRICT),1,Write In,1.55%,4,
2015 November General,CHARLOTTE COUNTY,037,Member School Board (CULLEN-RED HOUSE DISTRICT),1,"Henry W. ""Buzzy"" Carwile, Jr.",98.43%,188,
2015 November General,CHARLOTTE COUNTY,037,Member School Board (CULLEN-RED HOUSE DISTRICT),1,Write In,1.57%,3,
2015 November General,CHARLOTTE COUNTY,037,Member School Board (DRAKES BRANCH DISTRICT),1,"T. E. ""Ned"" Locke, Jr.",40.27%,147,
2015 November General,CHARLOTTE COUNTY,037,Member School Board (DRAKES BRANCH DISTRICT),1,Gloria Talbott,59.73%,218,
2015 November General,CHARLOTTE COUNTY,037,Member School Board (DRAKES BRANCH DISTRICT),1,Write In,0.00%,0,
2015 November General,CHARLOTTESVILLE CITY,540,Member Senate of Virginia (025),1,R. Creigh Deeds,97.67%,5487,Democratic
2015 November General,CHARLOTTESVILLE CITY,540,Member Senate of Virginia (025),1,Write In,2.33%,131,Write-In
2015 November General,CHARLOTTESVILLE CITY,540,Member House of Delegates (057),1,David J. Toscano,97.57%,5454,Democratic
2015 November General,CHARLOTTESVILLE CITY,540,Member House of Delegates (057),1,Write In,2.43%,136,Write-In
2015 November General,CHARLOTTESVILLE CITY,540,Soil and Water Conservation Director Thomas Jefferson District (CHARLOTTESVILLE CITY),2,William H. Lucy,42.25%,3224,
2015 November General,CHARLOTTESVILLE CITY,540,Soil and Water Conservation Director Thomas Jefferson District (CHARLOTTESVILLE CITY),2,Joseph W. Thompson,23.77%,1814,
2015 November General,CHARLOTTESVILLE CITY,540,Soil and Water Conservation Director Thomas Jefferson District (CHARLOTTESVILLE CITY),2,"Clement ""Kim"" Tingley",32.35%,2468,
2015 November General,CHARLOTTESVILLE CITY,540,Soil and Water Conservation Director Thomas Jefferson District (CHARLOTTESVILLE CITY),2,Write In,1.63%,124,
2015 November General,CHARLOTTESVILLE CITY,540,Member City Council (CHARLOTTESVILLE CITY),3,Wes J. Bellamy,29.67%,4688,
2015 November General,CHARLOTTESVILLE CITY,540,Member City Council (CHARLOTTESVILLE CITY),3,Kathleen M. Galvin,29.05%,4590,
2015 November General,CHARLOTTESVILLE CITY,540,Member City Council (CHARLOTTESVILLE CITY),3,A. Michael Signer,27.28%,4309,
2015 November General,CHARLOTTESVILLE CITY,540,Member City Council (CHARLOTTESVILLE CITY),3,Anson D. Parker,7.65%,1208,
2015 November General,CHARLOTTESVILLE CITY,540,Member City Council (CHARLOTTESVILLE CITY),3,Alvin Scott Bandy,4.37%,691,
2015 November General,CHARLOTTESVILLE CITY,540,Member City Council (CHARLOTTESVILLE CITY),3,Write In,1.97%,312,
2015 November General,CHARLOTTESVILLE CITY,540,Member School Board (CHARLOTTESVILLE CITY),4,Adam M. Hastings,24.64%,4085,
2015 November General,CHARLOTTESVILLE CITY,540,Member School Board (CHARLOTTESVILLE CITY),4,Sherry P. Kraft,24.69%,4093,
2015 November General,CHARLOTTESVILLE CITY,540,Member School Board (CHARLOTTESVILLE CITY),4,Amy J. Laufer,23.98%,3976,
2015 November General,CHARLOTTESVILLE CITY,540,Member School Board (CHARLOTTESVILLE CITY),4,Jennifer L. McKeever,25.41%,4212,
2015 November General,CHARLOTTESVILLE CITY,540,Member School Board (CHARLOTTESVILLE CITY),4,Write In,1.28%,213,
2015 November General,CHESAPEAKE CITY,550,Member Senate of Virginia (005),1,Kenneth Cooper Alexander,94.10%,6669,Democratic
2015 November General,CHESAPEAKE CITY,550,Member Senate of Virginia (005),1,Write In,5.90%,418,Write-In
2015 November General,CHESAPEAKE CITY,550,Member Senate of Virginia (014),1,"John A. Cosgrove, Jr.",90.38%,7494,Republican
2015 November General,CHESAPEAKE CITY,550,Member Senate of Virginia (014),1,Write In,9.62%,798,Write-In
2015 November General,CHESAPEAKE CITY,550,Member Senate of Virginia (018),1,L. Louise Lucas,90.29%,595,Democratic
2015 November General,CHESAPEAKE CITY,550,Member Senate of Virginia (018),1,Write In,9.71%,64,Write-In
2015 November General,CHESAPEAKE CITY,550,Member House of Delegates (021),1,Susan B. Hippen,41.81%,337,Democratic
2015 November General,CHESAPEAKE CITY,550,Member House of Delegates (021),1,Ron A. Villanueva,58.06%,468,Republican
2015 November General,CHESAPEAKE CITY,550,Member House of Delegates (021),1,Write In,0.12%,1,Write-In
2015 November General,CHESAPEAKE CITY,550,Member House of Delegates (076),1,S. Chris Jones,89.58%,2166,Republican
2015 November General,CHESAPEAKE CITY,550,Member House of Delegates (076),1,Write In,10.42%,252,Write-In
2015 November General,CHESAPEAKE CITY,550,Member House of Delegates (077),1,"Lionell Spruill, Sr.",96.35%,4730,Democratic
2015 November General,CHESAPEAKE CITY,550,Member House of Delegates (077),1,Write In,3.65%,179,Write-In
2015 November General,CHESAPEAKE CITY,550,Member House of Delegates (078),1,"J. A. ""Jay"" Leftwich, Jr.",91.31%,4689,Republican
2015 November General,CHESAPEAKE CITY,550,Member House of Delegates (078),1,Write In,8.69%,446,Write-In
2015 November General,CHESAPEAKE CITY,550,Member House of Delegates (080),1,Matthew James,93.89%,430,Democratic
2015 November General,CHESAPEAKE CITY,550,Member House of Delegates (080),1,Write In,6.11%,28,Write-In
2015 November General,CHESAPEAKE CITY,550,Member House of Delegates (081),1,Barry D. Knight,64.27%,1678,Republican
2015 November General,CHESAPEAKE CITY,550,Member House of Delegates (081),1,"J. B. ""Jeff"" Staples",34.43%,899,Green
2015 November General,CHESAPEAKE CITY,550,Member House of Delegates (081),1,Write In,1.30%,34,Write-In
2015 November General,CHESAPEAKE CITY,550,Soil and Water Conservation Director Virginia Dare District (CHESAPEAKE CITY),2,Sonya Barnes,22.57%,5185,
2015 November General,CHESAPEAKE CITY,550,Soil and Water Conservation Director Virginia Dare District (CHESAPEAKE CITY),2,Robert A. Bricker,20.87%,4794,
2015 November General,CHESAPEAKE CITY,550,Soil and Water Conservation Director Virginia Dare District (CHESAPEAKE CITY),2,Judith C. Ferguson,15.29%,3511,
2015 November General,CHESAPEAKE CITY,550,Soil and Water Conservation Director Virginia Dare District (CHESAPEAKE CITY),2,Vickie J. Greene,24.23%,5565,
2015 November General,CHESAPEAKE CITY,550,Soil and Water Conservation Director Virginia Dare District (CHESAPEAKE CITY),2,Sally P. Griffith,14.18%,3258,
2015 November General,CHESAPEAKE CITY,550,Soil and Water Conservation Director Virginia Dare District (CHESAPEAKE CITY),2,Write In,2.86%,656,
2015 November General,CHESTERFIELD COUNTY,041,Member Senate of Virginia (010),1,Daniel A. Gecker,41.69%,11020,Democratic
2015 November General,CHESTERFIELD COUNTY,041,Member Senate of Virginia (010),1,Glen H. Sturtevant Jr.,55.10%,14564,Republican
2015 November General,CHESTERFIELD COUNTY,041,Member Senate of Virginia (010),1,Carl R. Loser,0.72%,190,Libertarian
2015 November General,CHESTERFIELD COUNTY,041,Member Senate of Virginia (010),1,Marleen K. Durfee,2.42%,640,Independent
2015 November General,CHESTERFIELD COUNTY,041,Member Senate of Virginia (010),1,Write In,0.08%,20,Write-In
2015 November General,CHESTERFIELD COUNTY,041,Member Senate of Virginia (011),1,"E. ""Wayne"" Powell",38.59%,13977,Democratic
2015 November General,CHESTERFIELD COUNTY,041,Member Senate of Virginia (011),1,Amanda F. Chase,61.14%,22141,Republican
2015 November General,CHESTERFIELD COUNTY,041,Member Senate of Virginia (011),1,Write In,0.27%,98,Write-In
2015 November General,CHESTERFIELD COUNTY,041,Member Senate of Virginia (016),1,Rosalyn R. Dance,70.73%,4551,Democratic
2015 November General,CHESTERFIELD COUNTY,041,Member Senate of Virginia (016),1,Joseph D. Morrissey,26.22%,1687,Independent
2015 November General,CHESTERFIELD COUNTY,041,Member Senate of Virginia (016),1,Write In,3.05%,196,Write-In
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (027),1,Martin Mooradian Jr.,41.40%,7472,Democratic
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (027),1,Roxann L. Robinson,58.46%,10551,Republican
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (027),1,Write In,0.13%,24,Write-In
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (062),1,Sheila C. Bynum,44.70%,3628,Democratic
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (062),1,Riley Edward Ingram,55.14%,4475,Republican
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (062),1,Write In,0.16%,13,Write-In
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (063),1,Lashrecse D. Aird,96.84%,1381,Democratic
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (063),1,Write In,3.16%,45,Write-In
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (065),1,R. Lee Ware Jr.,96.71%,8355,Republican
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (065),1,Write In,3.29%,284,Write-In
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (066),1,"M. Kirkland ""Kirk"" Cox",96.15%,10255,Republican
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (066),1,Write In,3.85%,411,Write-In
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (068),1,Bill K. Grogan,30.98%,4049,Democratic
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (068),1,"G. M. ""Manoli"" Loupassi",66.65%,8712,Republican
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (068),1,Michael R. Dickinson,2.30%,301,Independent
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (068),1,Write In,0.07%,9,Write-In
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (069),1,Betsy B. Carr,98.61%,639,Democratic
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (069),1,Write In,1.39%,9,Write-In
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (070),1,Delores L. McQuinn,96.63%,3665,Democratic
2015 November General,CHESTERFIELD COUNTY,041,Member House of Delegates (070),1,Write In,3.37%,128,Write-In
2015 November General,CHESTERFIELD COUNTY,041,Clerk of Court (CHESTERFIELD COUNTY),1,Wendy S. Hughes,98.50%,57016,
2015 November General,CHESTERFIELD COUNTY,041,Clerk of Court (CHESTERFIELD COUNTY),1,Write In,1.50%,868,
2015 November General,CHESTERFIELD COUNTY,041,Commonwealth's Attorney (CHESTERFIELD COUNTY),1,"W. W. ""Billy"" Davenport",98.57%,56079,
2015 November General,CHESTERFIELD COUNTY,041,Commonwealth's Attorney (CHESTERFIELD COUNTY),1,Write In,1.43%,816,
2015 November General,CHESTERFIELD COUNTY,041,Sheriff (CHESTERFIELD COUNTY),1,Karl S. Leonard,98.55%,55915,
2015 November General,CHESTERFIELD COUNTY,041,Sheriff (CHESTERFIELD COUNTY),1,Write In,1.45%,822,
2015 November General,CHESTERFIELD COUNTY,041,Commissioner of Revenue (CHESTERFIELD COUNTY),1,Joe A. Horbal,98.89%,56343,
2015 November General,CHESTERFIELD COUNTY,041,Commissioner of Revenue (CHESTERFIELD COUNTY),1,Write In,1.11%,633,
2015 November General,CHESTERFIELD COUNTY,041,Treasurer (CHESTERFIELD COUNTY),1,Richard A. Cordle,98.96%,58224,
2015 November General,CHESTERFIELD COUNTY,041,Treasurer (CHESTERFIELD COUNTY),1,Write In,1.04%,613,
2015 November General,CHESTERFIELD COUNTY,041,Soil and Water Conservation Director James River District (CHESTERFIELD COUNTY),2,"David E. ""Dave""  Adkins",21.08%,18470,
2015 November General,CHESTERFIELD COUNTY,041,Soil and Water Conservation Director James River District (CHESTERFIELD COUNTY),2,Carey Lynn Allen,29.34%,25708,
2015 November General,CHESTERFIELD COUNTY,041,Soil and Water Conservation Director James River District (CHESTERFIELD COUNTY),2,Margie D. Davis,33.30%,29178,
2015 November General,CHESTERFIELD COUNTY,041,Soil and Water Conservation Director James River District (CHESTERFIELD COUNTY),2,"Rudolph H. ""Rudy"" Hull",15.61%,13676,
2015 November General,CHESTERFIELD COUNTY,041,Soil and Water Conservation Director James River District (CHESTERFIELD COUNTY),2,Write In,0.68%,594,
2015 November General,CHESTERFIELD COUNTY,041,Member Board of Supervisors (BERMUDA DISTRICT),1,Dorothy A. Jaeckle,96.17%,8155,
2015 November General,CHESTERFIELD COUNTY,041,Member Board of Supervisors (BERMUDA DISTRICT),1,Write In,3.83%,325,
2015 November General,CHESTERFIELD COUNTY,041,Member Board of Supervisors (CLOVER HILL DISTRICT),1,Francis M. Stevens,39.98%,5323,
2015 November General,CHESTERFIELD COUNTY,041,Member Board of Supervisors (CLOVER HILL DISTRICT),1,Christopher M. Winslow,59.41%,7909,
2015 November General,CHESTERFIELD COUNTY,041,Member Board of Supervisors (CLOVER HILL DISTRICT),1,Write In,0.61%,81,
2015 November General,CHESTERFIELD COUNTY,041,Member Board of Supervisors (DALE DISTRICT),1,"James M. ""Jim"" Holland",59.49%,6302,
2015 November General,CHESTERFIELD COUNTY,041,Member Board of Supervisors (DALE DISTRICT),1,G. Cliff Bickford,40.31%,4270,
2015 November General,CHESTERFIELD COUNTY,041,Member Board of Supervisors (DALE DISTRICT),1,Write In,0.21%,22,
2015 November General,CHESTERFIELD COUNTY,041,Member Board of Supervisors (MATOACA DISTRICT),1,Steve A. Elswick,98.20%,11624,
2015 November General,CHESTERFIELD COUNTY,041,Member Board of Supervisors (MATOACA DISTRICT),1,Write In,1.80%,213,
2015 November General,CHESTERFIELD COUNTY,041,Member Board of Supervisors (MIDLOTHIAN DISTRICT),1,Leslie A. T. Haley,54.64%,9228,
2015 November General,CHESTERFIELD COUNTY,041,Member Board of Supervisors (MIDLOTHIAN DISTRICT),1,Sara Johnson Ward,44.98%,7596,
2015 November General,CHESTERFIELD COUNTY,041,Member Board of Supervisors (MIDLOTHIAN DISTRICT),1,Write In,0.38%,64,
2015 November General,CHESTERFIELD COUNTY,041,Member School Board (BERMUDA DISTRICT),1,Carrie E. Coyner,97.27%,8242,
2015 November General,CHESTERFIELD COUNTY,041,Member School Board (BERMUDA DISTRICT),1,Write In,2.73%,231,
2015 November General,CHESTERFIELD COUNTY,041,Member School Board (CLOVER HILL DISTRICT),1,Dianne H. Smith,98.15%,12034,
2015 November General,CHESTERFIELD COUNTY,041,Member School Board (CLOVER HILL DISTRICT),1,Write In,1.85%,227,
2015 November General,CHESTERFIELD COUNTY,041,Member School Board (DALE DISTRICT),1,John M. Erbach,52.63%,5632,
2015 November General,CHESTERFIELD COUNTY,041,Member School Board (DALE DISTRICT),1,Michael Jackson,47.13%,5043,
2015 November General,CHESTERFIELD COUNTY,041,Member School Board (DALE DISTRICT),1,Write In,0.24%,26,
2015 November General,CHESTERFIELD COUNTY,041,Member School Board (MATOACA DISTRICT),1,"Bill S. Hastings, Jr",48.89%,6416,
2015 November General,CHESTERFIELD COUNTY,041,Member School Board (MATOACA DISTRICT),1,Rob W. Thompson,50.72%,6656,
2015 November General,CHESTERFIELD COUNTY,041,Member School Board (MATOACA DISTRICT),1,Write In,0.38%,50,
2015 November General,CHESTERFIELD COUNTY,041,Member School Board (MIDLOTHIAN DISTRICT),1,Javaid E. Siddiqi,94.49%,14392,
2015 November General,CHESTERFIELD COUNTY,041,Member School Board (MIDLOTHIAN DISTRICT),1,Write In,5.51%,839,
2015 November General,CLARKE COUNTY,043,Member Senate of Virginia (027),1,Jill Holtzman Vogel,96.30%,2838,Republican
2015 November General,CLARKE COUNTY,043,Member Senate of Virginia (027),1,Write In,3.70%,109,Write-In
2015 November General,CLARKE COUNTY,043,Member House of Delegates (010),1,Peter C. Rush,32.18%,343,Democratic
2015 November General,CLARKE COUNTY,043,Member House of Delegates (010),1,J. Randy Minchew,67.73%,722,Republican
2015 November General,CLARKE COUNTY,043,Member House of Delegates (010),1,Write In,0.09%,1,Write-In
2015 November General,CLARKE COUNTY,043,Member House of Delegates (033),1,D. Chuck Hedges,33.33%,801,Democratic
2015 November General,CLARKE COUNTY,043,Member House of Delegates (033),1,Dave A. LaRock,62.75%,1508,Republican
2015 November General,CLARKE COUNTY,043,Member House of Delegates (033),1,Mark D. Anderson,3.70%,89,Libertarian
2015 November General,CLARKE COUNTY,043,Member House of Delegates (033),1,Write In,0.21%,5,Write-In
2015 November General,CLARKE COUNTY,043,Clerk of Court (CLARKE COUNTY),1,Helen V. Butts,63.67%,2171,
2015 November General,CLARKE COUNTY,043,Clerk of Court (CLARKE COUNTY),1,Maral S. Kalbian,36.16%,1233,
2015 November General,CLARKE COUNTY,043,Clerk of Court (CLARKE COUNTY),1,Write In,0.18%,6,
2015 November General,CLARKE COUNTY,043,Commonwealth's Attorney (CLARKE COUNTY),1,"Suzanne L. ""Suni"" Mackall",98.85%,3003,
2015 November General,CLARKE COUNTY,043,Commonwealth's Attorney (CLARKE COUNTY),1,Write In,1.15%,35,
2015 November General,CLARKE COUNTY,043,Sheriff (CLARKE COUNTY),1,"Anthony W. ""Tony"" Roper",99.01%,3208,
2015 November General,CLARKE COUNTY,043,Sheriff (CLARKE COUNTY),1,Write In,0.99%,32,
2015 November General,CLARKE COUNTY,043,Commissioner of Revenue (CLARKE COUNTY),1,Donna Mathews Peake,99.55%,3067,
2015 November General,CLARKE COUNTY,043,Commissioner of Revenue (CLARKE COUNTY),1,Write In,0.45%,14,
2015 November General,CLARKE COUNTY,043,Treasurer (CLARKE COUNTY),1,Sharon E. Keeler,99.52%,3110,
2015 November General,CLARKE COUNTY,043,Treasurer (CLARKE COUNTY),1,Write In,0.48%,15,
2015 November General,CLARKE COUNTY,043,Soil and Water Conservation Director Lord Fairfax District (CLARKE COUNTY),2,Justin Mackay-Smith,53.44%,2208,
2015 November General,CLARKE COUNTY,043,Soil and Water Conservation Director Lord Fairfax District (CLARKE COUNTY),2,Wayne E. Webb,45.84%,1894,
2015 November General,CLARKE COUNTY,043,Soil and Water Conservation Director Lord Fairfax District (CLARKE COUNTY),2,Write In,0.73%,30,
2015 November General,CLARKE COUNTY,043,Member Board of Supervisors (BERRYVILLE DISTRICT),1,Mary Costello Daniel,53.61%,349,
2015 November General,CLARKE COUNTY,043,Member Board of Supervisors (BERRYVILLE DISTRICT),1,Thomas W. McFillen,46.39%,302,
2015 November General,CLARKE COUNTY,043,Member Board of Supervisors (BERRYVILLE DISTRICT),1,Write In,0.00%,0,
2015 November General,CLARKE COUNTY,043,Member Board of Supervisors (BUCKMARSH DISTRICT),1,David S. Weiss,97.13%,576,
2015 November General,CLARKE COUNTY,043,Member Board of Supervisors (BUCKMARSH DISTRICT),1,Write In,2.87%,17,
2015 November General,CLARKE COUNTY,043,Member Board of Supervisors (MILLWOOD DISTRICT),1,Terri Trimble Catlett,99.17%,599,
2015 November General,CLARKE COUNTY,043,Member Board of Supervisors (MILLWOOD DISTRICT),1,Write In,0.83%,5,
2015 November General,CLARKE COUNTY,043,Member Board of Supervisors (RUSSELL DISTRICT),1,Barbara J. Byrd,96.70%,645,
2015 November General,CLARKE COUNTY,043,Member Board of Supervisors (RUSSELL DISTRICT),1,Write In,3.30%,22,
2015 November General,CLARKE COUNTY,043,Member Board of Supervisors (WHITE POST DISTRICT),1,"Beverly B. ""Bev"" McKay, Jr.",97.56%,559,
2015 November General,CLARKE COUNTY,043,Member Board of Supervisors (WHITE POST DISTRICT),1,Write In,2.44%,14,
2015 November General,CLARKE COUNTY,043,Member School Board (BERRYVILLE DISTRICT),1,Chuyen B. Kochinsky,98.43%,564,
2015 November General,CLARKE COUNTY,043,Member School Board (BERRYVILLE DISTRICT),1,Write In,1.57%,9,
2015 November General,CLARKE COUNTY,043,Member School Board (BUCKMARSH DISTRICT),1,Monica H. Singh-Smith,98.00%,538,
2015 November General,CLARKE COUNTY,043,Member School Board (BUCKMARSH DISTRICT),1,Write In,2.00%,11,
2015 November General,CLARKE COUNTY,043,Member School Board (MILLWOOD DISTRICT),1,Dennis M. Graham,98.80%,576,
2015 November General,CLARKE COUNTY,043,Member School Board (MILLWOOD DISTRICT),1,Write In,1.20%,7,
2015 November General,CLARKE COUNTY,043,Member School Board (RUSSELL DISTRICT),1,Thomas R. Parker Jr.,84.97%,294,
2015 November General,CLARKE COUNTY,043,Member School Board (RUSSELL DISTRICT),1,Write In,15.03%,52,
2015 November General,CLARKE COUNTY,043,Member School Board (WHITE POST DISTRICT),1,"Charles H. ""Chip"" Schutte",97.59%,567,
2015 November General,CLARKE COUNTY,043,Member School Board (WHITE POST DISTRICT),1,Write In,2.41%,14,
2015 November General,CLARKE COUNTY,043,Mayor - Boyce (BOYCE),1,Franklin S. Roberts,97.35%,110,
2015 November General,CLARKE COUNTY,043,Mayor - Boyce (BOYCE),1,Write In,2.65%,3,
2015 November General,CLARKE COUNTY,043,Member Town Council - Boyce (BOYCE),2,Laurel W. Greene,47.75%,85,
2015 November General,CLARKE COUNTY,043,Member Town Council - Boyce (BOYCE),2,Ruth A. Hayes,47.75%,85,
2015 November General,CLARKE COUNTY,043,Member Town Council - Boyce (BOYCE),2,Write In,4.49%,8,
2015 November General,COLONIAL HEIGHTS CITY,570,Member Senate of Virginia (011),1,"E. ""Wayne"" Powell",16.49%,441,Democratic
2015 November General,COLONIAL HEIGHTS CITY,570,Member Senate of Virginia (011),1,Amanda F. Chase,83.25%,2227,Republican
2015 November General,COLONIAL HEIGHTS CITY,570,Member Senate of Virginia (011),1,Write In,0.26%,7,Write-In
